band,rows,cells,feature,abs_share,within_cell_share,corr_with_truth_within,r2_within_band,r2_within_alpha,within_frac_of_target_var
d30_50,3240,30,centroid_dist_mean,0.004198333498256038,0.0008266640465447621,0.03665310868142754,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,centroid_dist_std,0.016411342980144617,0.0073553330437604965,0.08226455130442871,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,centroid_dist_max,0.001706818766350595,0.00068882056809444,0.05205491226225508,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,centroid_dist_iqr,0.0033829692472694475,0.00023869226365103765,0.023724137478828924,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_mean,0.0024180308071894137,-0.0008508539941261914,-0.05923627411419467,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_std,0.005110136134688139,-0.00028833867735216336,0.0051994655482935186,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_skew,0.004401799577411821,0.0008701613611241626,0.0607173148828127,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_kurtosis,0.004167070681752227,0.0016459204497942686,0.0980186670069334,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_max,0.0034701649921529605,-0.0017453299954819533,-0.09609822769206745,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_q10,0.0017138137893803627,-0.0007679805642610417,-0.08399266705064924,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_q25,0.0034917218880158567,-0.001294168178074584,-0.06828544093896878,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_q50,0.002121090526843046,-0.000591559618399431,-0.05373669326063546,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_q75,0.0027173923102794106,-0.0015796507326343086,-0.09049523717083748,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_edge_q90,0.0026576470585471905,-0.002315551811218349,-0.13475120212525182,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_dominance_ratio,0.26896484738207627,0.2746746993012677,0.7976987041254308,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_gap_ratio,0.017613393024983246,0.006191551726913989,0.25290111112055713,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_leaf_ratio,0.016100936580767375,0.021811041882918145,0.27738462077857434,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_degree_mean,0.03811521695603211,0.05405573408690441,0.762190826488688,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_degree_std,0.012017345161612143,0.0148737479413832,0.2137064448310659,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_degree_max,0.004771662333025793,0.0005064777876335604,0.027208585070805143,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_diameter,0.011652611580313,0.001570568226087776,0.012416231063413089,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,mst_diameter_normalized,0.08237528544819141,0.06547638066164704,0.46507771355187066,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,large_edge_count,0.01495745102841951,0.014509214288573503,0.4491389191944138,0.8275698861704193,0.9583320227604553,0.07197525668856883
d30_50,3240,30,greedy_nn_over_mst,0.2412466670933244,0.3575652789186387,0.8272499674217888,0.8275698861704193,0.9583320227604553,0.07197525668856883
d100,5904,6,n_customers,0.07327127489331342,0.149709364210057,0.7749845818159534,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,dimension,0.06868399391219682,0.0016750091485388115,0.14408834899050327,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,log_bounding_hypervolume,0.04458971498579079,0.035752462891724256,0.09997745777826093,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,bounding_hypervolume,0.02254646402943468,0.01976169276055274,0.11038875492522757,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,log_node_density,0.002212320252573371,0.003112505941796879,0.2000088447173513,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,node_density,0.003015960330629377,-0.003963448900357991,-0.36177364825089464,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,aspect_ratio,0.006591551095384618,0.0035866364336516686,0.1823467694797417,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,centroid_dist_mean,0.0034908520294338313,0.00012403710268353699,0.03167814273755397,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,centroid_dist_std,0.013598043265459436,-0.0011526609894666534,0.023178060747334046,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,centroid_dist_max,0.0017579935303809074,0.0008226219242038468,0.09524370917007373,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,centroid_dist_iqr,0.0022611445941408863,-0.00012753137855962127,0.01514865854225763,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_mean,0.0023856728781568794,-0.00046352837543929543,-0.06868377863017329,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_std,0.003867262096541939,-0.0015389126009339425,0.009978520519806565,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_skew,0.003916301368111711,0.0010331437108156893,0.07363448129629456,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_kurtosis,0.003512651348491676,0.0018707923724620914,0.03223287744426846,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_max,0.003581429047545025,-0.0005791486902991986,-0.05292633604797425,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_q10,0.0027551344397658173,6.949619836806675e-05,-0.02199957250826995,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_q25,0.00348199236803626,-6.447515516743587e-05,-0.03075758584071176,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_q50,0.0022259848630309725,0.00018633955120627438,-0.023077668640077938,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_q75,0.0029850075092408093,-0.0014099972471638374,-0.11519848517734817,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_edge_q90,0.002810397733045545,-0.0013612367947692836,-0.09213982006285056,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_dominance_ratio,0.24236100972124386,0.2749959363632568,0.8276438854424686,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_gap_ratio,0.020770523621899427,0.006079185418359737,0.37416880821685117,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_leaf_ratio,0.016118697371760235,0.011862403603089463,0.20489896980601227,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_degree_mean,0.033240508071212496,0.0545873873247661,0.8111836577309709,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_degree_std,0.01371034142411904,0.0073961132938469756,0.17737162815289734,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_degree_max,0.005067865716020833,0.0013963552594707376,0.06336479642839798,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_diameter,0.010945811336904464,0.0032018665573179464,0.020878238609928997,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,mst_diameter_normalized,0.07378143772850512,0.06468412152732136,0.3953401856039757,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,large_edge_count,0.013523269650630622,0.01413908113183121,0.4632883249372914,0.814811319566984,0.9743814569081106,0.05552503735419184
d100,5904,6,greedy_nn_over_mst,0.2969393887869992,0.3546143874068359,0.8602747567568106,0.814811319566984,0.9743814569081106,0.05552503735419184
